titles,links
"Metronidazole alone or with amoxicillin as adjuncts to non-surgical treatment of chronic periodontitis: a 1-year double-blinded, placebo-controlled, randomized clinical trial.",https://pubmed.ncbi.nlm.nih.gov/23016867/
Periodontal treatment need of the 6th-grade Jordanian pupils.,https://pubmed.ncbi.nlm.nih.gov/16643539/
"The use of metronidazole and amoxicillin in the treatment of advanced periodontal disease. A prospective, controlled clinical trial.",https://pubmed.ncbi.nlm.nih.gov/9650870/
Effects of smoking on periodontal tissues.,https://pubmed.ncbi.nlm.nih.gov/12390575/
Management of inter-dental/inter-implant papilla.,https://pubmed.ncbi.nlm.nih.gov/15966894/
[Clinical and microbiological rationale for laser removal of infected epithelia in patients with periodontitis].,https://pubmed.ncbi.nlm.nih.gov/26953423/
"Er,Cr:YSGG laser-assisted surgical treatment of peri-implantitis with 1-year reentry and 18-month follow-up.",https://pubmed.ncbi.nlm.nih.gov/18834257/
Relationship of oral malodor to periodontitis: evidence of independence in discrete subpopulations.,https://pubmed.ncbi.nlm.nih.gov/8133414/
[Surgical root canal therapy (1). Tooth root curettage].,https://pubmed.ncbi.nlm.nih.gov/295001/
Short-term effects of non-surgical periodontal therapy on clinical measures of impaired glucose tolerance in people with prediabetes and chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/25071147/
Quantification and analysis of pain in nonsurgical scaling and/or root planing.,https://pubmed.ncbi.nlm.nih.gov/15646610/
Implant-supported overdenture therapy: a 3- to 8-year prospective study.,https://pubmed.ncbi.nlm.nih.gov/11307561/
Regeneration of the alveolar crest using titanium micromesh with autologous bone and a resorbable membrane.,https://pubmed.ncbi.nlm.nih.gov/12760452/
Treatment of peri-implant defects with the vertical ridge augmentation procedure: a patient report.,https://pubmed.ncbi.nlm.nih.gov/11516005/
A comparison of the periodontal status in patients with mucous membrane pemphigoid: a 5-year follow-up.,https://pubmed.ncbi.nlm.nih.gov/19905946/
Ankaferd blood stopper enhances healing after osseous grafting in patients with intrabony periodontal defects.,https://pubmed.ncbi.nlm.nih.gov/26547514/
The effects of chronic periodontitis and rheumatoid arthritis on serum and gingival crevicular fluid total antioxidant/oxidant status and oxidative stress index.,https://pubmed.ncbi.nlm.nih.gov/22050546/
Comparison of long-term papilla healing following sulcular full thickness flap and papilla base flap in endodontic surgery.,https://pubmed.ncbi.nlm.nih.gov/15347293/
"Periodontal Conditions and Whole Salivary IL-17A and -23 Levels among Young Adult Cannabis sativa (Marijuana)-Smokers, Heavy Cigarette-Smokers and Non-Smokers.",https://pubmed.ncbi.nlm.nih.gov/33066031/
Dietary supplementation with low-dose omega-3 fatty acids reduces salivary tumor necrosis factor-alpha levels in patients with chronic periodontitis: a randomized controlled clinical study.,https://pubmed.ncbi.nlm.nih.gov/28177133/
Relationship Between Periodontal Screening and Recording Index Scores and Need for Periodontal Access Surgery.,https://pubmed.ncbi.nlm.nih.gov/28517975/
"Clinical evaluation of subgingival application of metronidazole 25%, and adjunctive therapy.",https://pubmed.ncbi.nlm.nih.gov/12666963/
Periodontal status following trapezoidal and semilunar flaps in apicectomy.,https://pubmed.ncbi.nlm.nih.gov/7498042/
Influence of different treatment approaches on non-submerged and submerged healing of ligature induced peri-implantitis lesions: an experimental study in dogs.,https://pubmed.ncbi.nlm.nih.gov/16899102/
Comparison of a subgingivally placed cannula oral irrigator tip with a supragingivally placed standard irrigator tip.,https://pubmed.ncbi.nlm.nih.gov/1517479/
Periodontal bone loss in 15-year-old Norwegians.,https://pubmed.ncbi.nlm.nih.gov/6583211/
Non-surgical periodontal therapy lowers serum inflammatory markers: a pilot study.,https://pubmed.ncbi.nlm.nih.gov/19792845/
Treatment of experimental periodontal disease by laser therapy in simvastatin-modified rats.,https://pubmed.ncbi.nlm.nih.gov/28877277/
Reliability of some clinical parameters of evaluation in implant dentistry.,https://pubmed.ncbi.nlm.nih.gov/10784333/
Influence of periodontitis in the development of nosocomial pneumonia: a case control study.,https://pubmed.ncbi.nlm.nih.gov/24171504/
Clinical documentation and occurrence of putative periodontopathic bacteria in human immunodeficiency virus-associated periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/1682437/
Heresy? Treatment of chronic periodontitis with systemic antibiotics only.,https://pubmed.ncbi.nlm.nih.gov/16918990/
Gingival inflammation and subgingival calculus as determinants of disease progression in early-onset periodontitis.,https://pubmed.ncbi.nlm.nih.gov/9543194/
Gingival crevicular fluid matrix metalloproteinase-25 and -26 levels in periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/16584348/
"Association between ABO blood groups, HL-A antigens and periodontal diseases in young adults: a follow-up study.",https://pubmed.ncbi.nlm.nih.gov/6930472/
An interdisciplinary approach for improved functional and esthetic results in a periodontally compromised adult patient.,https://pubmed.ncbi.nlm.nih.gov/16448256/
Gingival crevicular fluid concentration and side effects of minocycline: a comparison of two dose regimens.,https://pubmed.ncbi.nlm.nih.gov/1313100/
Knowledge of risk factors and the periodontal disease-systemic link in dental students' clinical decisions.,https://pubmed.ncbi.nlm.nih.gov/25179920/
"Outcome of Er,Cr:YSGG laser-assisted treatment of teeth with apical periodontitis: a blind randomized clinical trial.",https://pubmed.ncbi.nlm.nih.gov/24328607/
Assessment of 'borderline' clinical competence using generalisability and decision studies in dental skills training.,https://pubmed.ncbi.nlm.nih.gov/15233777/
"Evolution of Comprehensive Care, Part 2. Hygiene and Periodontal Considerations.",https://pubmed.ncbi.nlm.nih.gov/26349256/
"Results from the Periodontitis and Vascular Events (PAVE) Study: a pilot multicentered, randomized, controlled trial to study effects of periodontal therapy in a secondary prevention model of cardiovascular disease.",https://pubmed.ncbi.nlm.nih.gov/19186958/
The gingival crevicular fluid interleukin-1 beta and tumour necrosis factor-alpha levels in patients with rapidly progressive periodontitis.,https://pubmed.ncbi.nlm.nih.gov/7710416/
[The practical importance of assessing the immune status of patients with complicated and uncomplicated mandibular fractures].,https://pubmed.ncbi.nlm.nih.gov/8236297/
"A longitudinal study of crevicular fluid in periodontal disease in beagles. Clinical, histopathological and biochemical observations.",https://pubmed.ncbi.nlm.nih.gov/6227736/
Matrix metalloproteinase-13 is highly expressed in destructive periodontal disease activity.,https://pubmed.ncbi.nlm.nih.gov/17076612/
Responsible use of antimicrobials in periodontics.,https://pubmed.ncbi.nlm.nih.gov/11326532/
Periodontal disease associated with HIV infection.,https://pubmed.ncbi.nlm.nih.gov/1532235/
Response of molars and non-molars to a strict supragingival control in periodontal patients.,https://pubmed.ncbi.nlm.nih.gov/23306627/
The association of dietary vitamin C intake with periodontitis among Korean adults: Results from KNHANES .,https://pubmed.ncbi.nlm.nih.gov/28489936/
Oral features in five adult patients with Wolf-Hirschhorn syndrome.,https://pubmed.ncbi.nlm.nih.gov/21709654/
Periodontitis and glycemic control in diabetes: NHANES 2009 to 2012.,https://pubmed.ncbi.nlm.nih.gov/25427615/
[Can attachment gain be achieved by means of orthodontic measures?].,https://pubmed.ncbi.nlm.nih.gov/1815786/
"Evaluation of gingival crevicular fluid levels of tissue plasminogen activator, plasminogen activator inhibitor 2, matrix metalloproteinase-3 and interleukin 1-beta in patients with different periodontal diseases.",https://pubmed.ncbi.nlm.nih.gov/24690077/
Effect of the concentration of phenothiazine photosensitizers in antimicrobial photodynamic therapy on bone loss and the immune inflammatory response of induced periodontitis in rats.,https://pubmed.ncbi.nlm.nih.gov/24206053/
Periodontal regeneration of intrabony defects: an evidence-based treatment approach.,https://pubmed.ncbi.nlm.nih.gov/8593979/
Serum fructosamine correlates with gingival index in children with insulin-dependent diabetes mellitus (IDDM).,https://pubmed.ncbi.nlm.nih.gov/7989622/
Increased risks of preterm birth and a low-birth-weight baby in Thai human immunodeficiency virus-positive pregnant women with periodontitis.,https://pubmed.ncbi.nlm.nih.gov/22288486/
Clinical case report of long-term follow-up in type-2 diabetes patient with severe chronic periodontitis and nifedipine-induced gingival overgrowth.,https://pubmed.ncbi.nlm.nih.gov/22790338/
Spontaneous correction of pathologic migration following periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/9497712/
Short-term microbiological effects of scaling and root planing and essential-oils mouthwash in Chinese adults.,https://pubmed.ncbi.nlm.nih.gov/23645178/
Periodontal status and detection frequency of bacteria at sites of periodontal health and gingivitis.,https://pubmed.ncbi.nlm.nih.gov/8667130/
[Clinical results from Gramurin application in the complex treatment of hemorrhagic periodontosis].,https://pubmed.ncbi.nlm.nih.gov/3509847/
Reduced ADAM8 levels upon non-surgical periodontal therapy in patients with chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/30384155/
Elevated systemic concentrations of soluble ICAM-1 (sICAM) are not reflected in the gingival crevicular fluid of smokers with periodontitis.,https://pubmed.ncbi.nlm.nih.gov/11597025/
FGF-2 stimulates periodontal regeneration: results of a multi-center randomized clinical trial.,https://pubmed.ncbi.nlm.nih.gov/21059869/
Periodontal treatment with an Er: YAG laser compared to scaling and root planing. A controlled clinical study.,https://pubmed.ncbi.nlm.nih.gov/11327064/
The adjunctive use of light-activated disinfection (LAD) with FotoSan is ineffective in the treatment of peri-implantitis: 1-year results from a multicentre pragmatic randomised controlled trial.,https://pubmed.ncbi.nlm.nih.gov/23926583/
Periodontal therapy reduces the severity of active rheumatoid arthritis in patients treated with or without tumor necrosis factor inhibitors.,https://pubmed.ncbi.nlm.nih.gov/19335072/
"Clinical evaluation of an Er:YAG laser combined with scaling and root planing for non-surgical periodontal treatment. A controlled, prospective clinical study.",https://pubmed.ncbi.nlm.nih.gov/12702108/
Radiographic detection and assessment of the periodontal endosseous defects.,https://pubmed.ncbi.nlm.nih.gov/10783834/
Effect of chlorhexidine mouthrinse and periodontal treatment upon bacteremia produced by oral hygiene procedures.,https://pubmed.ncbi.nlm.nih.gov/4522962/
The use of PVP-iodine as an adjunct to non-surgical treatment of chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/11686823/
[Comprehensive treatment of the endo-perio syndrome. Case reports].,https://pubmed.ncbi.nlm.nih.gov/21427819/
A clinical and microbiological evaluation of systemic and local metronidazole delivery in early onset periodontitis patients.,https://pubmed.ncbi.nlm.nih.gov/9569805/
Impact of periodontal status on oral health-related quality of life in patients with and without type 2 diabetes.,https://pubmed.ncbi.nlm.nih.gov/25769264/
Periodontal implications of furcation entrance dimensions in Chinese first permanent molars.,https://pubmed.ncbi.nlm.nih.gov/2072242/
Guided tissue regeneration in severe periodontal defects in anterior teeth. Case reports.,https://pubmed.ncbi.nlm.nih.gov/7782985/
Videoscope-Assisted Minimally Invasive Periodontal Surgery: One-Year Outcome and Patient Morbidity.,https://pubmed.ncbi.nlm.nih.gov/27100806/
Sinus floor elevation using platelet-rich plasma and beta-tricalcium phosphate: case report and histological evaluation.,https://pubmed.ncbi.nlm.nih.gov/18505027/
"Clinical comparison of microporous biocompatible composite of PMMA, PHEMA and calcium hydroxide grafts and expanded polytetrafluoroethylene barrier membranes in human mandibular molar Class II furcations. A case series.",https://pubmed.ncbi.nlm.nih.gov/11699489/
Quantification of Porphyromonas gingivalis and fimA genotypes in smoker chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/19508247/
Radiographic characteristics of furcation involvements in mandibular molars as prognostic indicators of healing after nonsurgical periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/19339532/
Periodontal Health in Women With Early-Stage Postmenopausal Breast Cancer Newly on Aromatase Inhibitors: A Pilot Study.,https://pubmed.ncbi.nlm.nih.gov/25672657/
Atmospheric contamination during ultrasonic scaling.,https://pubmed.ncbi.nlm.nih.gov/15142216/
Salivary interleukin-1beta concentration and the presence of multiple pathogens in periodontitis.,https://pubmed.ncbi.nlm.nih.gov/19799718/
High prevalence of apical periodontitis amongst type 2 diabetic patients.,https://pubmed.ncbi.nlm.nih.gov/16011776/
Gingivitis and periodontitis as antagonistic modulators of gingival perfusion.,https://pubmed.ncbi.nlm.nih.gov/17032105/
One-stage full-mouth disinfection as a therapeutic approach for generalized aggressive periodontitis.,https://pubmed.ncbi.nlm.nih.gov/21091345/
The infrabony pocket and its relationship to trauma from occlusion and subgingival plaque.,https://pubmed.ncbi.nlm.nih.gov/381633/
Assessment of partial-mouth periodontal examination protocols for periodontitis surveillance.,https://pubmed.ncbi.nlm.nih.gov/25041094/
Amount and type of alcohol and periodontitis in the Copenhagen City Heart Study.,https://pubmed.ncbi.nlm.nih.gov/19040579/
The role of the composite interleukin-1 genotype in the association between periodontitis and acute myocardial infarction.,https://pubmed.ncbi.nlm.nih.gov/19563289/
Chronic pigmented purpura associated with odontogenic infection.,https://pubmed.ncbi.nlm.nih.gov/12063496/
Microbiological changes after periodontal therapy in diabetic patients with inadequate metabolic control.,https://pubmed.ncbi.nlm.nih.gov/24918369/
Shared microbiome in gums and the lung in an outpatient population.,https://pubmed.ncbi.nlm.nih.gov/25445885/
[Anterior teeth esthetics with the SPI implant system].,https://pubmed.ncbi.nlm.nih.gov/16610462/
Checkerboard assessments of serum antibodies to oral microbiota as surrogate markers of clinical periodontal status.,https://pubmed.ncbi.nlm.nih.gov/11142661/
An economic evaluation of a chlorhexidine chip for treating chronic periodontitis: the CHIP (chlorhexidine in periodontitis) study.,https://pubmed.ncbi.nlm.nih.gov/11806071/
Comparison of different approaches of interdental oral hygiene: interdental brushes versus dental floss.,https://pubmed.ncbi.nlm.nih.gov/9706852/
"Clinical and Immunological Effects of Er,Cr:YSGG Laser in Nonsurgical Periodontal Treatment: A Randomized Clinical Trial.",https://pubmed.ncbi.nlm.nih.gov/32427555/
Liposomal anesthetic gel for pain control during periodontal therapy in adults: a placebo-controlled RCT.,https://pubmed.ncbi.nlm.nih.gov/31778442/
Association of stem cell factor and high-sensitivity C reactive protein concentrations in crevicular fluid and serum in patients with chronic periodontitis with and without type 2 diabetes.,https://pubmed.ncbi.nlm.nih.gov/23485602/
"Periodontal health status among permanent residents of low, optimum and high fluoride areas in Kolar District, India.",https://pubmed.ncbi.nlm.nih.gov/22763598/
Mass spectrometric analysis of gingival crevicular fluid biomarkers can predict periodontal disease progression.,https://pubmed.ncbi.nlm.nih.gov/23050757/
Effect of periodontal treatment on gingival overgrowth among cyclosporine A-treated renal transplant recipients.,https://pubmed.ncbi.nlm.nih.gov/8295099/
Dental anxiety and oral health-related quality of life in aggressive periodontitis patients.,https://pubmed.ncbi.nlm.nih.gov/29022175/
Effect of adjunctive systemic azithromycin with periodontal surgery in the treatment of chronic periodontitis in smokers: a pilot study.,https://pubmed.ncbi.nlm.nih.gov/17915999/
Periodontal pocket treatment in beagle dogs using subgingival doxycycline from a biodegradable system. I. Initial clinical responses.,https://pubmed.ncbi.nlm.nih.gov/8959567/
Relationship between tongue coating and secretory-immunoglobulin A level in saliva obtained from patients complaining of oral malodor.,https://pubmed.ncbi.nlm.nih.gov/15002886/
[Comparison of treatment effect between periodontal subgingival scaling with the special series of ultrasonic inserts and Gracey curette].,https://pubmed.ncbi.nlm.nih.gov/23141722/
Evaluation of the clinical and antimicrobial effects of the Er:YAG laser or topical gaseous ozone as adjuncts to initial periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/23741997/
Radiographic assessment of photodynamic therapy as an adjunctive treatment on induced periodontitis in immunosuppressed rats.,https://pubmed.ncbi.nlm.nih.gov/20857000/
Subgingival and tongue microbiota during early periodontitis.,https://pubmed.ncbi.nlm.nih.gov/16567551/
Effect of smoking on neutrophil apoptosis in chronic periodontitis: an immunohistochemical study.,https://pubmed.ncbi.nlm.nih.gov/23852253/
The effect of periodontal treatment on glycemic control in patients with type 2 diabetes mellitus.,https://pubmed.ncbi.nlm.nih.gov/11314885/
Using a portable sulfide monitor as a motivational tool: a clinical study.,https://pubmed.ncbi.nlm.nih.gov/23059567/
Comparative evaluation of the efficacy of turmeric and curcumin as a local drug delivery system: a clinicomicrobiological study.,https://pubmed.ncbi.nlm.nih.gov/23032234/
"Evaluation of IL-1beta, IL-1ra, and IL-10 levels and outcome of periodontal therapy in chronic periodontitis with familial Mediterranean fever.",https://pubmed.ncbi.nlm.nih.gov/27068409/
Clinical evaluation of the use of locally delivered chlorhexidine in periodontal maintenance therapy.,https://pubmed.ncbi.nlm.nih.gov/17397308/
Cross-Sectional Evaluation of Periodontal Status and Microbiologic and Rheumatoid Parameters in a Large Cohort of Patients With Rheumatoid Arthritis.,https://pubmed.ncbi.nlm.nih.gov/27858553/
"Periodontal conditions and treatment needs (CPITN) in a worker population in Araraquara, SP, Brazil.",https://pubmed.ncbi.nlm.nih.gov/7822055/
Correlation between leptin and the health of the gingiva: a predictor of medical risk.,https://pubmed.ncbi.nlm.nih.gov/22124048/
Immunohistochemical study of neutrophil- and fibroblast-type collagenases and stromelysin-1 in adult periodontitis.,https://pubmed.ncbi.nlm.nih.gov/7871357/
Lethal photosensitization and guided bone regeneration in treatment of peri-implantitis: an experimental study in dogs.,https://pubmed.ncbi.nlm.nih.gov/16672022/
Prevalence and extent of lifetime cumulative attachment loss (LCAL) at different thresholds and associations with clinical variables: changes in a population of young male military recruits over 3 years.,https://pubmed.ncbi.nlm.nih.gov/11686815/
The correlation between pancreatic dysfunction markers and selected indices of periodontitis.,https://pubmed.ncbi.nlm.nih.gov/29558037/
Microbiota of rapidly progressive periodontitis lesions in association with clinical parameters.,https://pubmed.ncbi.nlm.nih.gov/7853132/
Periodontal Regenerative Therapy in Patient with Chronic Periodontitis and Type 2 Diabetes Mellitus: A Case Report.,https://pubmed.ncbi.nlm.nih.gov/27320299/
Long-term results of guided tissue regeneration therapy with non-resorbable and bioabsorbable barriers. II. A case series of infrabony defects.,https://pubmed.ncbi.nlm.nih.gov/11990447/
"Evaluation of t-PA, PAI-2, IL-1beta and PGE(2) in gingival crevicular fluid of rheumatoid arthritis patients with periodontal disease.",https://pubmed.ncbi.nlm.nih.gov/16856901/
Step-wise treatment of two periodontal-endodontic lesions in a heavy smoker.,https://pubmed.ncbi.nlm.nih.gov/19133091/
Enamel matrix derivative (Emdogain) for periodontal tissue regeneration in intrabony defects. A Cochrane systematic review.,https://pubmed.ncbi.nlm.nih.gov/20467602/
The relationship between the severity of periodontitis and occlusal conditions monitored by the K6 Diagnostic System.,https://pubmed.ncbi.nlm.nih.gov/8890062/
"Efficacy and safety of PERIOdontal treatment versus usual care for Nonalcoholic liver disease: protocol of the PERION multicenter, two-arm, open-label, randomized trial.",https://pubmed.ncbi.nlm.nih.gov/32293522/
S100A2 level changes are related to human periodontitis.,https://pubmed.ncbi.nlm.nih.gov/21922197/
Open flap debridement in combination with acellular dermal matrix allograft for the prevention of postsurgical gingival recession: a case series.,https://pubmed.ncbi.nlm.nih.gov/23484177/
"Peroxidases, lactoferrin and lysozyme in peripheral blood neutrophils, gingival crevicular fluid and whole saliva of patients with localized juvenile periodontitis.",https://pubmed.ncbi.nlm.nih.gov/8957925/
[Clinical and microbiological effects of the initial periodontal therapy].,https://pubmed.ncbi.nlm.nih.gov/24684025/
Periodontal Conditions and Tumor Necrosis Factor-Alpha Level in Gingival Crevicular Fluid of Scleroderma Patients.,https://pubmed.ncbi.nlm.nih.gov/26625544/
"Socio-economic position, smoking, and plaque: a pathway to severe chronic periodontitis.",https://pubmed.ncbi.nlm.nih.gov/21198768/
"PDT in non-surgical treatment of periodontitis in HIV patients: a split-mouth, randomized clinical trial.",https://pubmed.ncbi.nlm.nih.gov/22407618/
A Latin American perspective of periodontology.,https://pubmed.ncbi.nlm.nih.gov/25494595/
Use of periosteal membrane as a barrier membrane for the treatment of buccal Grade II furcation defects in lower molars: a novel technique.,https://pubmed.ncbi.nlm.nih.gov/22124043/
Prevalence of some herpesviruses in gingival crevicular fluid.,https://pubmed.ncbi.nlm.nih.gov/16157267/
MMP-8 and TIMP-1 are associated to periodontal inflammation in patients with rheumatoid arthritis under methotrexate immunosuppression - First results of a cross-sectional study.,https://pubmed.ncbi.nlm.nih.gov/28919284/
[Rehabilitation of an edentulous mandible].,https://pubmed.ncbi.nlm.nih.gov/3074819/
Localized aggressive periodontitis treatment response in primary and permanent dentitions.,https://pubmed.ncbi.nlm.nih.gov/25186780/
[Emergencies in periodontics. Periodontal abscess].,https://pubmed.ncbi.nlm.nih.gov/6943600/
Decision-Making for Residual Periodontal Pockets after Aetiological Treatment.,https://pubmed.ncbi.nlm.nih.gov/26964451/
Locally delivered doxycycline improves the healing following non-surgical periodontal therapy in smokers.,https://pubmed.ncbi.nlm.nih.gov/15257733/
Platelet-rich fibrin with 1% metformin for the treatment of intrabony defects in chronic periodontitis: a randomized controlled clinical trial.,https://pubmed.ncbi.nlm.nih.gov/25762357/
Methods of measuring and recording periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/7000557/
Clinical effect of locally delivered gel containing green tea extract as an adjunct to non-surgical periodontal treatment.,https://pubmed.ncbi.nlm.nih.gov/25523604/
Periodontitis could be related factors on metabolic syndrome among Koreans: a case-control study.,https://pubmed.ncbi.nlm.nih.gov/22092822/
A clinical study of root surface conditioning with an EDTA gel. II. Surgical periodontal treatment.,https://pubmed.ncbi.nlm.nih.gov/11203593/
Effects of repeated scaling and root planing and/or controlled oral hygiene on the periodontal attachment level and pocket depths in beagle dogs. II. Bacteriological findings.,https://pubmed.ncbi.nlm.nih.gov/6212666/
A multifactorial model of masticatory performance: the Suita study.,https://pubmed.ncbi.nlm.nih.gov/26662207/
A comparative study on the use of Bio-Oss and enamel matrix derivative (Emdogain) in the treatment of periodontal bone defects.,https://pubmed.ncbi.nlm.nih.gov/11456348/
Exploratory Efficacy of Calcium-Vitamin D Milk Fortification and Periodontal Therapy on Maternal Oral Health and Metabolic and Inflammatory Profile.,https://pubmed.ncbi.nlm.nih.gov/33673568/
Measurement of clinical attachment levels using a constant-force periodontal probe modified to detect the cemento-enamel junction.,https://pubmed.ncbi.nlm.nih.gov/10412847/
The use of only enamel matrix derivative allows outstanding regeneration results in periodontal intrabony defect treatment: a retrospective study.,https://pubmed.ncbi.nlm.nih.gov/30919609/
Absorbable versus nonabsorbable membranes and bone grafts in the treatment of ligature-induced peri-implantitis defects in dogs: a histometric investigation.,https://pubmed.ncbi.nlm.nih.gov/11669246/
Interdisciplinary treatment of localized juvenile periodontitis: a new perspective to an old problem.,https://pubmed.ncbi.nlm.nih.gov/17276870/
Periodontal epidemiological indices for children and adolescents: I. Gingival and periodontal health assessments.,https://pubmed.ncbi.nlm.nih.gov/6952173/
Prevalence of periodontal breakdown in adolescents and presence of Actinobacillus actinomycetemcomitans in subjects with attachment loss.,https://pubmed.ncbi.nlm.nih.gov/2600747/
Oral fluid elastase as an indicator of periodontal health.,https://pubmed.ncbi.nlm.nih.gov/8636454/
Subgingival microbiota of indigenous Indians of Central America.,https://pubmed.ncbi.nlm.nih.gov/11895544/
Relationship between apical periodontitis and marginal bone loss at individual level from a general population.,https://pubmed.ncbi.nlm.nih.gov/25412991/
Mechanical and repeated antimicrobial therapy using a local drug delivery system in the treatment of peri-implantitis: a randomized clinical trial.,https://pubmed.ncbi.nlm.nih.gov/18454662/
Gingival blood flow changes following periodontal access flap surgery using laser Doppler flowmetry.,https://pubmed.ncbi.nlm.nih.gov/17448047/
Relationship between normal serum creatinine concentration and periodontal disease in Japanese middle-aged males.,https://pubmed.ncbi.nlm.nih.gov/22390548/
[Particular etiology of Roy's serpiginous abscess].,https://pubmed.ncbi.nlm.nih.gov/4663337/
Non-Surgical Therapy Reduces Presence of JP2 Clone in Localized Aggressive Periodontitis.,https://pubmed.ncbi.nlm.nih.gov/28820321/
Optimal combination of different treatment modalities for restoring an advanced tissue defect: a case report.,https://pubmed.ncbi.nlm.nih.gov/8975025/
A comparison of the efficacy and ease of use of dental floss and interproximal brushes in a randomised split mouth trial incorporating an assessment of subgingival plaque.,https://pubmed.ncbi.nlm.nih.gov/17366756/
Clinical outcomes of the entire papilla preservation technique with and without biomaterials in the treatment of isolated intrabony defects: A randomized controlled clinical trial.,https://pubmed.ncbi.nlm.nih.gov/31925811/
Repair of experimental plaque-induced periodontal disease in dogs.,https://pubmed.ncbi.nlm.nih.gov/17985691/
"Adjunctive effects of systemic amoxicillin and metronidazole with scaling and root planing: a randomized, placebo controlled clinical trial.",https://pubmed.ncbi.nlm.nih.gov/17618330/
Association of internal exposure of cadmium and lead with periodontal disease: a study of the Fourth Korean National Health and Nutrition Examination Survey.,https://pubmed.ncbi.nlm.nih.gov/23167252/
Changing concepts in periodontics. Case reports.,https://pubmed.ncbi.nlm.nih.gov/3163430/
Changes of adiponectin and inflammatory cytokines after periodontal intervention in type 2 diabetes patients with periodontitis.,https://pubmed.ncbi.nlm.nih.gov/20889139/
Periodontal disease in HIV seropositive patients and its relation to lymphocyte subsets.,https://pubmed.ncbi.nlm.nih.gov/8676270/
Significant association of rheumatoid arthritis-related inflammatory markers with non-surgical periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/29174174/
Patients' self-assessment of oral malodour and its relationship with organoleptic scores and oral conditions.,https://pubmed.ncbi.nlm.nih.gov/20096081/
A new flapless technique for crown lengthening after orthodontic extrusion.,https://pubmed.ncbi.nlm.nih.gov/22254228/
Experimentally induced peri-implant mucositis. A clinical study in humans.,https://pubmed.ncbi.nlm.nih.gov/7640340/
Periodontal treatment and HbA1c levels in subjects with diabetes mellitus.,https://pubmed.ncbi.nlm.nih.gov/26332936/
"Relationships among interleukin-6, tumor necrosis factor-alpha, adipokines, vitamin D, and chronic periodontitis.",https://pubmed.ncbi.nlm.nih.gov/22181684/
Periodontal surgery: whys and when.,https://pubmed.ncbi.nlm.nih.gov/6760119/
Manifestations and treatment of periodontal disease in a patient suffering from cyclic neutropenia.,https://pubmed.ncbi.nlm.nih.gov/6941981/
Effects of enamel matrix derivative on vascular endothelial growth factor expression and microvessel density in gingival tissues of periodontal pocket: a comparative study.,https://pubmed.ncbi.nlm.nih.gov/20843235/
Expression of interleukin-2 receptor and HLA-DR on lymphocyte subsets of gingival crevicular fluid in patients with periodontitis.,https://pubmed.ncbi.nlm.nih.gov/1837055/
Does periodontal disease reflect atherosclerosis in continuous ambulatory peritoneal dialysis patients?,https://pubmed.ncbi.nlm.nih.gov/18062114/
"Evaluation and comparison of serum vitamin D and calcium levels in periodontally healthy, chronic gingivitis and chronic periodontitis in patients with and without diabetes mellitus - a cross-sectional study.",https://pubmed.ncbi.nlm.nih.gov/31198072/
Healing of an intrabony defect following guided tissue regeneration and orthodontic treatment--a case report.,https://pubmed.ncbi.nlm.nih.gov/9495928/
Clinical efficacy of semiconductor laser application as an adjunct to conventional scaling and root planing.,https://pubmed.ncbi.nlm.nih.gov/16365890/
[A clinical and histological study of the efficacy of betadine on gingival inflammation].,https://pubmed.ncbi.nlm.nih.gov/1939041/
Dose-effect relation of smoking and the interleukin-1 gene polymorphism in periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/15068111/
Dental diseases in subjects with beta-thalassemia major.,https://pubmed.ncbi.nlm.nih.gov/12453112/
Human gingiva-derived mesenchymal stromal cells contribute to periodontal regeneration in beagle dogs.,https://pubmed.ncbi.nlm.nih.gov/24777155/
[Clinical studies on aluminum oxide implants in experimental animals].,https://pubmed.ncbi.nlm.nih.gov/6592858/
Efficacy of professionally administered plaque removal with or without adjunctive measures for the treatment of peri-implant mucositis. A systematic review and meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/25496187/
Dental infections as a risk factor for acute myocardial infarction.,https://pubmed.ncbi.nlm.nih.gov/8131788/
Periodontal pathogens and tetracycline resistance genes in subgingival biofilm of periodontally healthy and diseased Dominican adults.,https://pubmed.ncbi.nlm.nih.gov/26121972/
The clinical effect of scaling and root planing and the concomitant administration of systemic amoxicillin and metronidazole: a systematic review.,https://pubmed.ncbi.nlm.nih.gov/22612369/
Periodontal treatment modulates gene expression of endothelial progenitor cells in diabetic patients.,https://pubmed.ncbi.nlm.nih.gov/28836285/
Effects of periodontal therapy on disease activity and systemic inflammation in rheumatoid arthritis patients.,https://pubmed.ncbi.nlm.nih.gov/22998534/
